Connected to board at 134.84.150.114
trigger_code,timestamp,en_CH0,en_CH1,en_CH2,en_CH3,en_CH4,en_CH5,en_CH6,en_CH7,en_CH8,en_CH9,en_CH10,en_CH11,en_CH12,en_CH13,en_CH14,en_CH15,en_CH16,en_CH17,en_CH18,en_CH19,en_CH20,en_CH21,en_CH22,en_CH23,en_CH24,en_CH25,en_CH26,en_CH27,en_CH28,en_CH29,en_CH30,en_CH31
00800000,0000,5408,4BF2,5022,45D5,4B6D,56ED,49E2,5657,537F,47D4,507F,57E0,4F5E,52C9,56AD,47D0,54B6,535B,487D,44FA,4D78,4586,A078,5039,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5283,4AF5,4F23,4445,4A0E,54EE,49EF,5481,5175,476D,5031,5888,4D58,51A6,5604,4673,545E,5195,44C6,458F,4D03,4235,94A4,4D6D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F55,4A1A,4FAE,42E1,48FA,5331,47A8,5505,516E,44B8,4F48,561B,4E8E,51A0,54B0,465B,5127,531E,470F,456C,4C1D,4375,CE95,51D3,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5144,4BE3,4C60,44EE,4BAA,54D2,4844,538D,53F9,4665,50AA,5807,4EF4,5272,542F,474F,5346,50FA,45F6,4527,4B9E,437B,83D4,5B2F,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,529F,49C7,4F5D,4359,49E4,546C,4827,546A,5222,4607,4F0A,565D,4F1D,5237,53BA,4682,54FD,5456,46D2,4423,4B15,425E,A7C9,502D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5298,4E17,4E7B,44E1,4BE3,54A4,47D9,5762,53DA,46B0,52BD,57AF,4D6B,54BA,54E3,46EF,5306,5298,47F2,4683,4C0D,43C7,810B,4F6A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4E12,4AAF,4CC6,449E,4942,5396,47C9,524D,5152,441D,4E3A,563F,4DDC,5243,5308,44CB,53E8,5373,450E,4624,4B02,4289,8B9C,50BB,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4E90,4703,4E23,3EFA,4885,5232,45E6,5041,50D2,4415,4DF2,5556,4C6E,4E44,50FC,445B,5250,4FD4,43F1,45B3,4AF9,4353,B5DA,4E4D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4D98,4AB1,4BE2,448C,48E8,5328,4767,5157,4F6A,4513,4FFA,5781,4B8E,50CE,5274,4650,4FBE,532E,4673,44B3,4BF6,4295,EDBB,4EDB,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,52B6,4806,4EB5,454E,4904,52F3,47CA,53F3,51CC,4631,4FFB,55EF,4C67,51AD,53AD,4733,52EE,5127,46B8,4786,4B3A,42B8,8D27,4FAA,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,509D,4BFA,4E36,42F1,4901,53BA,4841,5445,5298,454D,4ED1,5742,4DDB,509D,5390,4826,53D1,52E5,463F,45D4,4BE1,4344,81E5,4FB5,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4E43,4A5E,4C3F,4268,4967,55A8,47B0,53C6,51BB,464A,4E1A,56E2,4C71,519A,5192,472F,5260,521A,44B3,4502,4D12,4492,A448,4F5B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,505A,4914,4C1C,41CF,4970,5351,4516,528D,538C,4514,4DEE,565C,4ECA,50E3,5292,46F8,5283,52AF,46DF,44D2,4DD5,44BE,A8B8,5059,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,514B,49DD,4DC6,42E3,49E4,53BB,47C4,5218,5101,4364,4D6D,548B,4B2C,5194,565A,4527,5406,5464,45EC,486F,4B09,42EA,F2CA,51DE,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,529F,4C03,4E16,4441,48B8,5573,481E,5362,5218,458D,4F53,55F0,4CC7,5091,5205,462C,5286,5249,4603,4426,4D80,4319,949E,504A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5176,4C33,50A2,4336,48DA,545B,487A,543D,5208,44D2,4DF4,577D,4F94,5135,5318,4820,52E1,5244,45C8,46B8,4CCE,4318,B2FE,4F5E,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5068,4AF5,4E38,4344,487A,5758,48B1,55AC,51DB,47CD,5019,5837,500D,5289,5345,4911,52B0,528C,466C,43F5,4C9B,44C7,95E3,5059,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5006,4BE4,4E85,41C6,4857,5373,48E3,542A,5263,454A,4E29,576B,4DFA,5279,54FB,485E,51E1,5266,45A4,454C,4BB0,4359,8844,5022,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50CC,4AF2,4F65,44AC,4AE6,5335,487F,52E1,5238,4418,4F34,5679,4F03,53DA,542F,48BE,53BD,50B8,44ED,4457,4EF3,42B3,81F5,4EC4,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50EA,4A8F,4D5A,41B0,4BC2,536D,4793,53D8,5044,4694,4EA1,56EA,4EF2,4FEA,535E,47AD,527A,5244,4697,45D3,4CAD,446E,8B24,4F81,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5150,4A3C,4E14,4341,4A38,546D,4883,5463,509E,44F2,4EA6,5715,4CC4,50DF,51F2,46A1,5298,5342,46D6,467C,4D97,43C8,A0FD,4DED,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,53ED,4A09,4D92,4436,4ACD,552A,48B2,5692,534F,44C2,4F91,5890,4EDF,51E0,5375,468E,5280,4F2B,4327,42B2,477B,419C,C5F2,4ED4,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5143,4983,4D70,41D6,48A2,52AD,488C,536F,51BF,453F,4FFC,5682,4D2B,5101,5164,4727,53C5,5325,4730,4577,4CDA,4254,9004,4FD7,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4FDA,492C,4D6A,4387,4A8B,5311,46D5,5075,51D6,4443,4D99,5962,4D44,50BE,527D,48EC,50F8,52A6,4756,4578,4BCE,42A7,C317,4D4C,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5133,4A51,4EAC,431B,4A77,5421,484F,547A,4F4E,4555,4F55,5826,4D5E,5344,525A,47B4,54AC,5387,4747,480F,4D1D,44DB,A744,4FEA,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5327,498C,4F80,4431,4D3D,5551,4772,55D3,52A5,4640,4F37,59B4,4DA0,509E,5585,4757,5131,5375,45B2,47BD,4CAC,430A,9EC5,4F13,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4EE3,48E5,4E76,4357,4A90,53D3,47F9,54E3,4EAB,45FC,4B67,5719,4A78,4FAB,5192,458E,53FE,53DA,4761,483E,4CD8,42F6,8F97,4F44,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50E7,4A42,4DB4,43AA,4AC5,53B5,48C7,54CA,501B,459D,4EAC,5485,4BB5,5188,538C,4788,5229,514B,4530,45C2,4AE7,41A8,C930,BABD,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5181,4A10,4DA9,42A8,49B9,5333,47FB,55DD,52B4,4627,5090,55DE,4E14,51C1,522A,46EB,50F4,51E6,4509,4517,4A35,41D1,C601,503A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5002,4C14,4E5C,4458,4A18,54E1,48F9,5643,534D,47D0,4FBA,5869,4DB9,50C3,551D,471F,5345,4F94,4526,4465,4AFF,4268,979C,4E44,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,502A,4ABE,4C85,41FE,4A37,54E0,4642,5155,50CD,456E,4DFE,57F9,4E47,4F6D,549A,478C,532A,53B0,48E5,47E9,4E22,4329,AA25,52DA,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5148,4A14,4CB6,42DB,4A17,52F0,46F5,52C8,523F,45EF,4E76,5936,4D92,503F,55BD,45FF,52B0,5258,461C,470F,4BE5,4387,9F54,5137,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,51F4,499A,4FCE,4661,4C0E,541C,49A5,554C,54CE,4811,50AB,5997,500B,52F3,5558,4814,5383,4EE4,449A,463A,4B7A,4241,D4DE,4E5A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50A5,483B,4EFF,44C0,49CC,554D,4A7D,5577,51E8,4605,4EE4,58B3,4E6E,522F,54F2,47AF,53C9,5283,46F6,4597,4C7A,43B8,8E98,521D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5229,49D1,4F66,41CF,486A,5199,4849,5250,4FAA,45B1,4D72,5543,4DD3,510A,4FD4,460D,52F1,51D1,48C4,4564,4B1F,436F,805E,5860,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4FBC,48D2,4B54,4096,48AD,53BE,47BB,508E,5072,43EF,4D4A,57AC,4C18,502F,5241,4563,51D0,507B,4816,4573,4AC5,44CA,8485,4DB1,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,539E,4B73,5033,4381,4B58,5769,495C,5480,532C,46B5,4EEE,5A90,515B,54A2,55CC,4877,51C0,5133,48B0,4804,4B77,4451,890C,4D3D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,530B,4AF4,4FD0,4509,4B67,545F,498A,565E,53E9,4596,510A,598E,512B,52B1,5543,4A80,52B3,5293,4677,45C8,4D05,4569,99F0,5121,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5264,4C6D,4FDF,422A,4B9A,5582,4809,5785,521D,46AD,4F01,57F8,512E,543D,523B,48BF,54B4,522D,497B,47BF,4CDE,44B9,CFE6,5023,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50BA,4CCE,4F9C,44AC,4A23,53FE,4A51,558D,52C9,46FA,5089,5841,511E,50BB,53A3,4834,51D2,5184,4513,465E,4B70,41F2,D235,4F8E,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,513E,4854,4E84,41D4,4871,5292,4600,54D9,515D,45CD,4EAC,54B9,4E29,526D,54D8,47B2,533C,523E,4748,461E,4D4A,45F0,8DFB,4FDC,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,520E,4ABF,4DC4,4212,4A49,5395,492D,54AB,5375,45DB,506D,59EE,4E81,522D,5763,479D,530A,5255,44D3,46F8,4C25,4162,EDEC,4EBE,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,501D,46B8,4C56,4115,482A,5030,46BA,524D,4FB2,45A1,4D5F,5569,4BEF,50B0,515F,4472,51E1,5148,44F6,44EB,4AC9,41B5,80D4,4E27,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50A1,499C,4E6A,42E0,4976,54C6,485F,5374,5243,44B5,4F4C,58AA,4EF6,4F81,5469,4664,5082,5036,45A7,43AD,4B5C,4225,7B09,519C,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F55,4D7F,50B7,4233,4AA6,539E,478A,546A,51AF,4792,4E4B,5788,4F8A,51FB,5568,49D2,5209,51CC,467C,460C,4C98,4367,85D0,502D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5234,4C12,5100,4297,4C7E,54CF,4985,5348,5274,465F,5019,5977,4DC0,53C0,56CA,4845,54C0,51A4,465E,45A4,4CB7,45C0,8AA2,4FA8,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50B7,4C50,5108,4223,4B1F,525F,478A,5369,5183,46C2,5003,5800,4D3D,5065,5517,481B,5324,514E,472C,45D2,4CBF,43DB,9721,4F04,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F77,4AFB,4D08,4268,4A53,536A,4726,51DD,51A5,4410,4D7A,5711,4E07,5176,5434,4474,50F4,4FD0,44F3,42B3,4989,4058,CFCC,4DC4,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,51DE,4A93,4E2F,4515,4A49,534B,47AF,562A,5380,4568,4F0B,58F9,4E97,5345,54F4,493D,525F,51C0,45DC,4584,4AA8,426E,83BA,4E39,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5104,4923,50C1,41DC,4B58,54E6,4785,5520,51D6,46CE,5001,57C8,4E8F,5373,5371,45A6,519F,5127,44F2,473D,4A05,4380,E21B,50A3,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F73,4950,4E63,43F2,490D,53CE,46BB,542E,5117,4734,4FE2,573E,4CDD,5174,5189,464F,5155,514E,46A2,45DB,4BC0,4459,7D89,4FC1,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50C7,4A9D,501B,44D7,4A57,56DC,49DF,5548,51E0,4688,50FF,583F,4EB4,52FF,5471,4847,51DF,52CC,454E,4694,4C64,434D,861E,4E08,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5101,4C26,5162,4325,4CDC,5658,4976,552F,5249,461B,51BE,59A4,4EFB,5385,541D,49B1,53D0,5154,460C,441B,4BEE,452B,930C,505B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5078,49A9,4D29,437C,4A63,53B4,456D,5129,4F7C,4284,4DB5,5705,4C03,508B,51F8,45F6,53F8,5299,45B2,4682,4C1A,43C4,D334,5019,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,51D2,49A7,4C88,42D9,49BC,54DF,47EA,5361,5311,46B6,4FD1,57D6,4E21,4F81,53D9,4781,512B,508F,463F,449A,4BEE,429F,7F9F,4EC8,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,51CB,4977,4F4F,43EB,4BBB,53FB,49FB,5246,4FFE,43FA,4FA0,56BD,4D4B,509E,5378,46F3,5256,5300,4523,42EC,4A12,4301,C107,4E0A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50CF,4994,4E0A,4364,48EE,5339,46C8,530E,4EA1,44D8,4E7E,552D,4D70,505C,557C,4589,503B,51E0,45FD,4577,4B65,4297,BB25,4FB5,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5152,49B5,4D10,4283,4A7C,54BB,466C,53CF,50D1,44EB,4D6E,55A3,4E0F,4E5B,51F5,46E9,53A3,5214,46A4,43A8,4CD0,432B,7C86,4EBD,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,514C,4970,4E26,41BF,4A8E,5372,4746,54AA,530B,461D,4D48,57ED,4D4E,517A,542F,4888,52DD,52A8,463A,4675,4C37,443F,0903,4FE4,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,510C,49AE,4E47,4468,4AE8,5563,485F,54A5,5459,42F3,517B,57B2,4ED6,5326,5530,4412,516A,53A0,4667,481F,4DC9,4592,8C25,513F,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5067,4B7F,4DE1,43ED,4A5C,5342,4729,53B1,5279,43C4,4F18,56BB,4F57,50F1,5619,4653,520D,4F2D,447E,4454,487E,401A,9672,4CC2,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4DE3,4BC3,4CE6,41C8,4903,553B,473F,53AA,5262,4318,4CFC,5776,4EC2,5005,552B,46A1,52B1,4FF6,4598,440F,4C53,439D,CE9D,4E9D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,54F5,4DD6,5104,4633,4BD0,55F1,497B,5681,53AB,4646,4FA0,5804,4F68,5393,570A,49AD,52C1,511F,4852,46A1,4BE9,4343,D0B7,51FC,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,511F,474D,4ED6,43A7,498E,54B6,4731,52B5,5132,4540,4F2A,557C,4EDC,4F6D,547F,469E,53A0,526C,48C4,4801,4CFE,4558,9983,517B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F50,4B77,4F6E,4392,496E,53F6,4682,5298,4F9D,4666,4F85,582C,4D9C,50B8,543D,4395,5066,513D,445E,4411,49D2,427E,9FDA,4D93,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,503D,4B0B,4DCC,4486,4AC8,5542,4874,5207,511B,481D,4E96,564D,4D49,5232,53FA,475F,54D3,5358,4853,486A,4C8B,457C,DE64,50BC,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4EA8,4947,4CD3,42C2,49C4,5378,46CF,51BE,503B,454D,4F46,5665,4DEB,50EB,51D3,473E,54AF,51EE,45E6,493E,4C35,4405,8C5B,816C,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5031,4ADD,4D64,426E,4A3B,5333,47AB,53A7,5220,4579,4F3E,560A,4DF5,517A,5325,45FA,512D,50D7,4404,456D,4A90,43D8,96EF,4DE5,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,512D,49E2,4FAC,43E2,4A9D,54B3,4660,54BE,522F,44BB,50F5,5655,4D14,4F6C,5232,4792,52AC,5359,46AA,45E5,4D56,44B7,890E,5017,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5129,4C24,4F34,4457,4A14,556F,4825,56C2,54C0,4869,4F36,57C6,4FB0,536C,54DD,47F1,51E1,51A5,46B4,441E,4BB3,44FF,9A68,50E7,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5251,4C7A,5021,451A,4B29,555E,4944,539D,5383,48D1,4F7B,59EA,4FCE,52D4,5571,471D,514E,5095,448E,4614,4B9D,429E,94DF,4E1B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,53A9,4946,50D3,4390,4C80,5534,4A1B,53A7,5448,463C,516E,5867,50D0,5357,5558,49B5,50B5,4FF9,46ED,4511,488C,43BC,83AC,4F5F,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F5F,490D,5028,4292,47E7,5326,48E9,512C,50D8,4340,4F03,574E,4DEA,51DA,535B,4659,518C,5036,45DD,45D8,4C5E,43E7,8063,4E33,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50FA,487B,4EF4,4478,4A09,542C,4901,5409,5140,45B0,4EEC,5828,4FBC,505B,5387,46B6,51FA,50D8,4456,43B2,4BB7,4360,E279,4EFC,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F12,4CCA,4EAF,41FE,49E0,52D2,47EB,5255,51B2,468D,4F3A,5689,4BCA,4F26,53BB,4682,5455,5359,473F,4539,4BB9,436B,A2FC,507D,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,514D,49FF,4FA0,423F,4D11,5596,47CE,53DF,51EA,4611,4F91,57C4,4F3C,51FE,52F6,44EF,5269,507D,471A,45EB,4C62,43F6,7CA3,5061,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F5F,48BC,4F05,42B2,4B8E,54F8,47D9,54AD,5287,472D,51D7,582D,4F5F,511C,5661,4694,53F8,5300,471C,43DF,4A7B,4369,8BB8,505C,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5263,4A01,4E8D,4371,4934,53FF,466A,541B,52ED,45F9,4EBC,5572,500A,5121,53FB,46E7,53FA,5297,4740,465C,4B96,4405,0E13,4F3A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5220,4A5C,4D87,417E,482A,5390,4818,5587,527A,4480,4F50,573B,4EF0,5356,52E8,45CB,520B,52C6,46DF,462F,4BE8,430D,A2FD,4FBE,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5349,4964,4D14,4157,495D,52DB,4772,5065,523D,4317,4E48,56A1,4DF6,5071,540E,4681,50B1,4F8F,42C7,42AA,4B9A,4221,8299,4E8B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,521E,45C5,4E55,42AC,4BBC,52F6,46AC,518B,50FD,44C1,4EA2,5617,4BC4,4FBE,51D5,4687,52BB,51C6,459A,4612,4917,4367,8C9F,4F49,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F6C,4875,4D13,43CE,4C14,517A,459E,52C2,5155,41DF,4D3A,55AA,4B3A,5193,522C,44FB,53A2,5346,4A09,4806,4DBF,45A0,86E0,5282,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,519B,48EB,4DA3,4468,48ED,524E,47C5,530D,5176,45C0,4FC4,5721,4BE7,51B2,51B4,4436,51B9,5051,460D,4452,4A53,44BF,B639,CCDA,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5067,45E6,4E03,4329,4823,53B4,480A,52E5,511B,45CC,4EB5,5739,4CB6,51FA,516A,4533,5428,5405,48F9,47D8,4D79,4486,89FB,4FC4,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4FF5,4AEB,4F9A,4262,49ED,5453,49C8,5381,515B,4475,4F71,5714,4C56,5137,54C3,4601,5528,5336,469D,45FA,4B2E,43E3,D25C,5047,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5279,4D66,4E53,4336,4A95,553C,485F,53D9,5074,46C2,4F4B,5735,5094,5202,535C,471F,5181,512C,4480,43D4,49E9,4138,B00B,4ED8,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,51FA,4ADA,4E21,428E,47E5,5382,461F,5321,50EA,4632,4EDE,58B5,4E29,5180,5593,48C1,5541,53B7,474C,46D5,4ACC,4339,AE5A,5066,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5163,4939,4D20,444B,4B47,567B,47A9,537A,537E,4551,4FC6,57E4,4FA6,533D,56A8,4725,532C,5261,456C,432B,4AAB,437B,8E68,50A8,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F9A,48BA,4E9D,4201,4A25,525C,4609,52A9,4FBF,4374,4C15,54EC,4C68,4FE3,5272,44E8,53FE,5395,4633,44AC,4D74,449F,8C9D,4FD4,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,528E,4A48,515F,469F,4AF5,56BF,494F,555F,529C,4402,500F,571F,50EA,53AF,556C,49F3,5200,518F,46BC,452E,4C1E,4373,D5A8,51C9,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4DCC,4BD7,4B79,4181,4778,533D,45EE,50DB,4ECA,42E1,4D63,569B,4B8D,4F08,5352,4644,5198,4E3E,42C4,42C8,4B97,41F8,296E,4F86,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50F1,4B3A,4DB8,428F,49F8,57A3,467C,55C2,50A5,468E,4F4C,55C5,5127,528B,54EA,48BC,50A1,50D0,4438,43BB,49F2,4145,8885,4D3A,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,515F,47E5,4D8F,41CE,4AB8,544F,473C,5140,5104,4634,4D34,5904,4D51,4F90,52AD,4731,5205,5229,42FD,4326,4C0B,45EF,8A03,4FD8,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,525F,4C5A,4D97,4303,4AD8,560D,48AF,53AB,5298,47C7,500A,57F8,4E93,5238,5629,4642,5140,524A,458E,4592,4A61,4399,CF8D,4EB9,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,521B,4A9A,4D50,4061,49E2,5424,471B,538C,4FF6,43E7,4DBC,56EE,4FBE,50FF,5256,46F9,5152,51D7,472B,437F,4B70,43FC,FCE3,5046,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,512A,4AA8,4ECC,433F,4B39,54B8,4957,5320,516D,45E1,4FAD,5745,4F2F,520C,5319,4672,54BA,53CE,48FA,4692,4F8A,44A7,7F52,5163,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,51D9,4B4B,4F84,453D,4CB9,55CA,4963,54E1,534F,45FA,5022,5925,5083,5358,5501,48C8,52DA,53E4,45EC,43CC,4C89,43EA,CDDA,4F89,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,5036,4A11,4F15,427A,4AC1,54D3,44F0,5517,52DE,43B8,4F0A,5514,4BD7,4F7B,53C1,47B6,50C3,50C4,44B8,437A,4B39,4201,837C,4F44,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4F01,49C9,4D85,4278,4AC8,5303,47C7,527E,507D,43D1,4D49,55DE,4D8D,4FF1,5461,4661,5151,5051,44F5,42EC,4BAB,44CC,875B,512B,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,50CA,4A86,4F1C,4133,4905,54E5,48DC,53FB,519A,456F,4C5E,5637,4F1F,5184,5483,4745,5399,5200,4777,4535,4D88,44FA,7D09,50BC,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,510E,4AD0,508D,4366,49FD,5622,4839,550A,5399,46AB,4F4C,58C4,4F8A,513C,52AD,4623,5572,532D,4833,47C8,4F8C,4684,AD2E,54C9,0000,0000,0000,0000,0000,0000,0000,0000
00800000,0000,4EEA,48BC,4D87,40E6,489E,52DE,45FA,52F8,50A2,44A1,4ED6,5555,4841,4E16,5209,4553,524E,507C,43BD,43C9,4995,42BB,B267,4F0C,0000,0000,0000,0000,0000,0000,0000,0000
